Data da Partida;Herói escolhido;PERDEU[ou]GANHOU;Monstro enfrentado;Quantidade de Rodadas
08/04/2025,Guerreiro,PERDEU,Orc,4
08/04/2025,Bárbaro,GANHOU,Orc,3
